Goal, Target, Indicator, SeriesCode, SeriesDescription, GeoAreaCode, GeoAreaName, TimePeriod, Value, Time_Detail,  UpperBound, LowerBound, BasePeriod, Source, FootNote, Nature, Units,[Reporting Type]
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","222","El Salvador","2014","3","2014","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","222","El Salvador","2015","1.9","2015","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","222","El Salvador","2016","2.2","2016","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","222","El Salvador","2017","1.9","2017","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","231","Ethiopia","2004","37.2","2004","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","231","Ethiopia","2010","33.5","2010","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","231","Ethiopia","2015","27.3","2015","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","233","Estonia","2003","2.5","2003","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","233","Estonia","2004","1","2004","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","233","Estonia","2005","0.7","2005","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","233","Estonia","2006","0.7","2006","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","233","Estonia","2007","0.5","2007","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","233","Estonia","2008","0.5","2008","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","233","Estonia","2009","0.5","2009","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","233","Estonia","2010","0.7","2010","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","233","Estonia","2011","1","2011","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","233","Estonia","2012","0.7","2012","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","233","Estonia","2013","1","2013","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","233","Estonia","2014","0.7","2014","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","233","Estonia","2015","0.5","2015","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","242","Fiji","2002","4.9","2002","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","242","Fiji","2008","3.5","2008","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","242","Fiji","2013","1.4","2013","","","","World Development Indicators database, World Bank","Estimated from unit-record consumption data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","246","Finland","2003","0","2003","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","246","Finland","2004","0","2004","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","246","Finland","2005","0","2005","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","246","Finland","2006","0","2006","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","246","Finland","2007","0","2007","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","246","Finland","2008","0","2008","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","246","Finland","2009","0","2009","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","246","Finland","2010","0","2010","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","246","Finland","2011","0","2011","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","246","Finland","2012","0","2012","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","246","Finland","2013","0","2013","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","246","Finland","2014","0","2014","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","246","Finland","2015","0","2015","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
"1","1.1","1.1.1","SI_POV_DAY1","Proportion of population below international poverty line (%)","250","France","2003","0","2003","","","","World Development Indicators database, World Bank","Estimated from unit-record income data.","G","PERCENT","G"
