reading_score,math_score,knowledge_score,p2income,incomecat
45.45,31.84,27.477,95000,3
54.24,37.09,38.967,90000,3
32.39,28.5,19.799,82000,3
30.4,22.42,33.982,60000,2
35.94,24.88,21.664,150000,3
29.19,20.68,23.064,110000,3
36.07,29.7,17.027,120000,3
35.53,27.53,27.198,80000,3
33.31,29.21,32.637,90000,3
48.39,35.15,30.05,130000,3
124.49,48.56,37.353,90000,3
24.18,14.88,16.957,26000,1
34.48,34.52,26.892,40000,2
42.77,39.57,34.07,75000,3
34.95,18.97,17.764,75000,3
34.09,27.07,21.125,95000,3
33.29,27.25,27.831,52000,2
46.05,34.31,21.507,125000,3
23.1,16.75,10.148,20000,1
28.65,16.94,15.2,150000,3
39.87,39.07,20.145,62000,2
36.55,24.99,25,30000,1
26.47,17.97,12.872,80000,3
35.38,28.33,20.836,70000,3
35.24,27.57,20.527,70000,3
25.66,17.95,9.424,150000,3
25.28,16.27,9.111,9600,1
33.28,30.75,20.208,15000,1
30.04,15.77,10.692,17000,1
30.6,24.79,16.213,4200,1
32.01,22.97,16.777,39000,1
35.69,24.77,19.69,5500,1
21.45,17.67,10.618,20000,1
23.01,17.41,18.124,4000,1
25.88,20.04,15.129,15000,1
27.14,18.95,17.007,65000,2
32.37,23.56,16.449,15000,1
32.52,19.12,16.385,35000,1
30.38,19.21,7.435,30000,1
32.28,18.64,19.57,33000,1
32.58,19.14,18.607,12000,1
33.07,21.4,14.801,15000,1
30.62,20.95,18.73,25000,1
34.39,22.23,10.292,20000,1
28.08,19.89,17.221,15000,1
34.23,21.88,15.635,13000,1
26.6,12.78,15.843,6500,1
42.29,22.84,18.799,34000,1
38.66,29.18,18.927,50000,2
26.34,15.48,19.44,25000,1
33.45,27.68,13.576,4000,1
24.97,12.16,8.195,40000,2
44.19,46.45,18.629,18000,1
32.63,18.51,19.941,19000,1
33.43,22.36,16.904,12000,1
37.94,57.24,18.856,20000,1
51.7,52.16,20.74,80000,3
42.89,40.79,25.962,80000,3
31.5,21.44,13.406,63000,2
40.24,34.23,20.508,75000,3
40,24.69,28.408,55000,2
32.08,22.61,15.05,35000,1
34.73,18.66,11.557,120000,3
29.99,18.49,10.292,29000,1
26.03,13.26,11.979,5685.5,1
34.55,22.21,19.59,40000,2
54.47,32.81,32.217,30000,1
29.18,21.06,19.34,50000,2
38.2,27.86,11.94,60000,2
28.4,18.49,12.032,30000,1
28.4,18.49,12.032,18000,1
28.4,18.49,12.032,5300,1
30.84,27.44,16.596,60000,2
36.97,22.53,10.079,100000,3
28.64,25.76,29.795,150000,3
37.43,34.86,14.872,30000,1
33.57,19.57,25.216,100000,3
27.09,19.4,10.302,9600,1
25.66,19.79,21.604,80000,3
33.92,23.04,12.908,36000,1
30.43,22.78,16.1,100000,3
32.54,23.26,22.656,150000,3
29.81,25.93,8.912,25000,1
39.33,31.29,33.314,49000,2
35.17,20.03,11.037,31000,1
22.46,12.73,9.012,56000,2
35.06,21.38,15.893,12000,1
29.51,16.12,16.417,16000,1
30.71,26.69,27.197,13000,1
29.77,22.68,18.57,12000,1
37.54,26.38,17.721,26000,1
36.19,26.03,20.124,9000,1
37.89,26.1,21.08,50000,2
36.28,33.69,34.251,120000,3
50.73,37.73,23.306,30000,1
35.81,25.66,39.101,150000,3
36.72,27.1,24.117,43000,2
33.87,27.44,28.288,45000,2
35.8,26.48,18.44,40000,2
33.28,24.26,26.154,30000,1
45.9,40.76,33.955,100000,3
36.84,30.67,38.208,77000,3
39.08,22.89,29.09,45000,2
37.22,32.83,19.679,85000,3
83.61,47.78,26.804,60000,2
34.95,34.81,20.363,16000,1
29.72,18.46,18.641,30000,1
25.65,24.74,22.408,85000,3
58.02,29.57,25.647,78000,3
30.95,25.26,16.26,10000,1
27.58,22.67,14.738,84000,3
37.13,23.44,16.171,11000,1
30.95,22.52,9.218,29000,1
33.01,22.31,31.023,19000,1
32.78,23.48,14.242,40000,2
32.26,24.87,15.864,25000,1
33.71,28.34,16.4,50000,2
31.64,21.11,12.239,45000,2
25.34,17.19,20.673,20000,1
25.1,18.46,13.611,30000,1
40.18,27.11,16.104,150000,3
32.75,20.58,12.963,35000,1
27.73,16.21,10.857,45,1
31.44,23.03,18.145,40000,2
34.11,20.41,17.818,100000,3
38.68,26.55,12.584,65000,2
40.53,28.11,24.25,100000,3
28.79,24.67,19.098,70000,3
29.52,19.34,17.221,18000,1
31.02,22.08,12.402,26500,1
38.75,24.13,17.019,100000,3
49.19,32.27,17.106,100000,3
42.96,27.89,13.708,60000,2
34.18,21.82,27.156,90000,3
32.42,20.71,13.112,30000,1
37.98,24.11,19.278,130000,3
39.35,23.41,15.477,21000,1
43.82,33.21,22.112,100000,3
38.21,25.25,14.851,30000,1
35.97,22.73,21.358,55000,2
28.03,27.86,29.472,150000,3
45.69,34.96,19.404,40000,2
33.78,25,36.586,85000,3
43.47,29.17,35.73,150000,3
48.87,19.65,27.854,120000,3
34.8,27.53,21.002,45000,2
39.28,29.57,31.247,150000,3
35.49,33.59,30.977,100000,3
45.31,29.33,24.532,50000,2
34.35,41.88,31.672,110000,3
26.47,24.19,27.875,70000,3
53.95,44.56,31.468,70000,3
31.27,29.25,21.896,80000,3
38.28,25.91,29.817,90000,3
38.58,28.26,27.766,70000,3
28.56,17.09,14.763,20000,1
37.53,26.17,18.398,60000,2
30.33,24,25.513,24000,1
27.96,22.87,20.126,12000,1
27.6,14.38,22.154,48000,2
33.3,21.73,14.644,35000,1
25.15,19.85,19.911,60000,2
34.78,23.93,18.131,100000,3
61.59,35.77,26.448,60000,2
33.19,26.08,31.863,18000,1
29.3,22.96,24.59,65000,2
33.27,25.45,22.532,80000,3
27.5,18.57,22.867,50000,2
36.18,34.15,18.842,58000,2
25.83,20.25,21.865,70000,3
38.36,29.45,19.759,80000,3
35.91,23.05,25.568,55000,2
26.58,19.25,24.645,150000,3
56.16,31.14,25.206,70000,3
29.43,21.65,17.828,40000,2
50.69,36.89,34.101,65000,2
36,26.96,31.163,60000,2
29.16,27.5,20.496,60000,2
34.29,25.69,19.039,80000,3
45.08,26.12,19.659,65000,2
68.58,29.88,16.405,80000,3
39.78,27.39,17.855,120000,3
33.65,29.01,24.841,35000,1
44.42,32.54,31.492,120000,3
43.17,29.4,25.324,150000,3
34.88,30.31,19.304,12000,1
26.52,28.78,35.979,60000,2
40.58,29.49,13.43,55000,2
36.38,20.85,20.272,47000,2
25.88,13.72,19.485,17000,1
51.65,32.05,23.413,60000,2
32.3,42.31,19.324,48000,2
39.27,22.07,18.703,31000,1
75.77,25.08,25.359,65000,2
35.08,27.17,29.532,65000,2
24.99,18.87,15.025,52000,2
29.03,20.02,19.9,150000,3
44.07,36.68,32.101,58000,2
28.83,20.44,11.097,95000,3
65.87,34.31,25.735,80000,3
34.88,18.08,34.777,40000,2
33.07,21.63,27.954,70000,3
33.58,20.66,22.967,140000,3
44.51,36.54,22.723,60130,2
28.3,19.94,25.992,70000,3
52.13,49.6,39.657,125000,3
40.38,38.89,29.017,100000,3
29.57,27.07,24.887,90000,3
34.41,31.17,23.88,150000,3
48.29,46.83,28.384,110000,3
32.56,33.13,28.701,150000,3
45.51,33.27,34.15,150000,3
36.25,29.04,27.412,75000,3
43.16,43.42,38.41,140000,3
36.13,22.11,22.695,35000,1
39.95,27.58,20.562,60000,2
30.87,23.34,24.433,80000,3
49.38,33.83,32.875,150000,3
29.04,24.56,20.924,65000,2
44.01,46.09,31.851,54500,2
33.56,18.13,22.252,50000,2
30.39,27.93,26.922,40000,2
34.56,22.88,14.892,25000,1
31.73,29.63,28.694,46000,2
27.01,23.76,28.642,28000,1
33.94,23.58,27.985,30000,1
34.58,22.99,21.097,27000,1
35.31,24.59,21.879,65000,2
53.23,49.67,30.462,60000,2
27.05,20.81,18.081,85000,3
34.09,27.51,31.148,65000,2
25.93,22.57,22.374,39000,1
26.47,17.15,18.651,55000,2
27.63,20.69,15.273,32000,1
66.61,48.73,32.773,90000,3
35.61,39.24,17.734,80000,3
42.12,23.88,24.917,72000,3
42.66,34.17,29.819,29000,1
37.46,31.46,26.686,90000,3
33.47,20.77,18.773,53000,2
39.18,41.59,30.339,40000,2
35.42,29.87,20.877,57000,2
34.72,22.23,18.651,12000,1
43.84,40.17,27.508,65000,2
40.04,28.95,18.388,28000,1
39.58,31.86,31.152,58000,2
40.92,30.18,18.952,110000,3
27.49,25.59,20.616,48000,2
28,20.41,21.005,70000,3
29.44,20.01,16.667,57000,2
34.11,23.85,26.875,38000,1
33.77,22.16,30.525,15000,1
35.41,20.47,20.879,83000,3
31.05,20.65,10.947,60000,2
29.72,17.58,15.688,32000,1
35.6,36.8,28.848,27000,1
45.95,35.68,22.561,55000,2
33.78,32.71,27.973,100000,3
26.22,16.97,18.959,28000,1
26.03,13.62,23.177,65000,2
33.58,21.8,26.03,32000,1
33.77,36.44,28.563,150000,3
53.52,59.86,24.025,50000,2
36.51,21.17,22.318,60000,2
38.29,26.83,19.021,99000,3
45.26,38.56,24.049,54000,2
44.55,26.06,18.848,140000,3
42.44,39.21,27.402,45000,2
39.57,22.05,21.989,50000,2
32.34,16.75,18.566,35000,1
29.4,26.44,17.12,60000,2
84.34,32.68,25.602,80000,3
48.7,41.19,35.388,50000,2
36.73,22.85,21.812,70000,3
39.44,25.3,21.606,45000,2
41.13,22.33,20.57,21000,1
46.27,29.36,24.209,65000,2
41.53,38.52,27.046,85000,3
39.61,19.8,14.061,80000,3
37.79,28.9,20.833,150000,3
45.89,30.06,31.773,95000,3
32.93,18.03,14.228,55000,2
33.16,41.51,26.164,22000,1
42.68,24.58,26.795,60000,2
37.76,30.79,18.779,110000,3
34.46,25.15,26.166,90000,3
26.49,18.4,18.596,100000,3
33.67,24.25,26.441,80000,3
38.21,25.22,18.388,72000,3
39.35,27.24,22.374,75000,3
35.49,26.73,28.094,50000,2
43.08,28.2,25.927,90000,3
35.48,35.65,33.289,60000,2
39.45,27.28,15.906,80000,3
33.97,26.14,29.704,90000,3
33.1,23.88,9.834,10400,1
25.44,18.46,19.422,150000,3
35.44,29.03,26.771,30000,1
46.31,30.03,30.968,42000,2
38.4,24.16,26.794,65000,2
33.82,21.9,18.606,45000,2
37.64,25.29,21.066,65000,2
25.85,20.2,19.914,55000,2
34.43,22.62,23.094,50000,2
39.23,25.12,34.343,34000,1
97.92,38.06,39.423,65,1
25.66,15.69,22.839,100000,3
30.5,16.94,20.703,67000,2
43.92,36.15,29.968,100000,3
46.71,31.62,27.598,150000,3
42.57,27.56,30.706,75000,3
49.18,34.69,25.774,150000,3
37.03,30.39,24.797,140000,3
38.68,28.37,23.125,82000,3
34.25,22.41,12.003,40000,2
44.76,29.22,35.401,75000,3
32.7,24.38,25.127,150000,3
36.73,26.52,25.218,150000,3
31.25,25.85,15.92,19000,1
28.67,18.95,10.869,40000,2
27.38,15.03,10.213,30000,1
30.9,28.81,22.312,150000,3
33.35,23.44,16.511,20000,1
22.32,17.66,11.284,9600,1
24.8,17.55,7.696,90000,3
29.95,21.38,12.684,60,1
43.36,32.28,23.752,15000,1
35.45,22.84,15.064,38,1
26.66,17.65,12.695,2500,1
29.07,16.04,9.215,7000,1
24,11.85,9.215,39000,1
25.88,17.03,14.994,10000,1
22.19,19.91,9.78,40000,2
23.16,16.36,11,6200,1
25.62,19.4,9.122,21000,1
21.45,12.22,12.147,5100,1
22.46,15.41,9.279,13000,1
25.19,18.73,11.853,6600,1
24.14,14.7,7.802,5800,1
29.52,17.67,7.628,40000,2
37.93,34.47,26.535,65000,2
36.8,38.57,31.304,55000,2
32.83,26.66,30.667,75000,3
25.19,31.32,23.37,38000,1
32.94,21.52,13.68,78000,3
46.64,28.24,25.843,150000,3
39.03,29.04,27.958,60000,2
33.64,16.17,29.162,150000,3
23.55,16.58,11.768,17000,1
28.51,21.3,34.155,50000,2
36.81,34.44,30.553,80000,3
33.44,36.38,33.768,85000,3
41.55,39.21,35.672,30000,1
34.26,24.22,16.139,150000,3
37.47,28.96,25.813,75000,3
28.54,25,23.081,86000,3
43.56,37.52,35.043,85000,3
28.19,23.39,17.912,90000,3
37.05,32.52,23.239,100000,3
34.68,25.53,25.384,140000,3
53.56,63.38,37.026,100000,3
41.58,37.38,23.756,150000,3
39.72,22.28,24.744,70000,3
27.89,20.58,26.791,100000,3
31.67,29.11,21.776,150000,3
28.48,29.51,22.616,75000,3
43.86,36.99,26.943,150000,3
42.68,34.95,30.423,50000,2
43.44,35.76,29.207,150000,3
34.23,31.73,25.374,100000,3
45.06,37.84,27.679,60000,2
35.35,30.62,24.701,120000,3
55.17,34.01,26.325,70000,3
48.37,41.32,33.145,100000,3
36.16,28.75,37.436,60000,2
40.11,15.38,13.649,150000,3
33.73,27.17,24.864,100,1
32.52,22.07,15.967,90000,3
31.16,21.13,26.98,50000,2
33.69,28.15,20.152,140000,3
35.21,33.2,28.129,80000,3
24.47,12.79,15.713,100000,3
30.51,18.76,14.186,50000,2
30.59,21.67,10.617,30000,1
39.02,26.68,20.439,70000,3
36.56,27.21,28.477,55000,2
27.28,18.97,18.338,62000,2
29.08,18.94,17.93,100000,3
32.81,23.43,20.476,21000,1
28.58,18.58,21.839,11000,1
33.7,20.42,22.509,95000,3
29.19,14.73,17.948,23000,1
31.73,22.38,13.781,86000,3
35.77,32.07,33.934,100000,3
49.89,29.85,19.827,38000,1
39.07,25.9,14.653,76000,3
39.89,29.85,25.102,60000,2
30.98,27.45,19.712,150000,3
32.24,22.61,20.35,8500,1
43.15,28.11,26.427,74000,3
42.01,29.8,36.764,50000,2
46.69,32.85,20.255,68000,2
47.43,61.99,24.469,150000,3
40.68,32.18,33.727,80000,3
57.22,41.08,33.94,150000,3
56.01,47.57,33.377,150000,3
48.36,28.66,31.622,150000,3
56.18,36.48,43.613,110000,3
64.76,48.31,39.514,100000,3
50.29,38.47,27.947,10000,1
48.12,37.97,23.893,150000,3
58.36,93.22,43.352,100000,3
42.8,42.63,32.353,125000,3
42.45,38.62,32.552,80000,3
33.88,24.08,26.26,150000,3
26.44,25.4,29.986,70000,3
28.67,24.78,19.286,120000,3
52.14,55.8,31.952,150000,3
33.44,28.35,36.346,150000,3
39.02,25.94,31.364,105000,3
37.59,30.06,24.223,150000,3
36.34,40.07,35.899,60000,2
46.26,39.34,39.797,100000,3
53.81,35.53,37.665,130000,3
49.85,45.53,13.215,150000,3
52.18,53.77,33.326,150000,3
46.92,42.71,32.267,100000,3
94.34,41.65,23.027,60000,2
34.16,25.02,21.77,9000,1
32.43,23.51,19.379,51000,2
23.24,17.79,24.888,43000,2
26.89,17.41,10.191,75000,3
31.44,40.81,20.835,50000,2
32.84,21.58,8.134,100000,3
38.2,38.6,31.094,150000,3
43.42,33.11,27.486,75000,3
39.55,35.43,23.281,96000,3
30.57,25.76,16.508,80000,3
50.98,37.72,22.389,100000,3
41.56,41.55,30.735,70000,3
31.65,17.48,13.974,60000,2
32.5,22.79,21.304,75000,3
38.37,25.33,27.121,70000,3
33.95,31.62,22.561,100000,3
36.37,20.65,14.898,62000,2
35.55,28.73,37.078,75000,3
58.07,41.97,28.152,50000,2
41.68,24.67,17.944,95000,3
93.87,44.12,38.489,40000,2
33.67,26.4,25.819,81000,3
58.31,46.22,25.284,85000,3
46.35,30.9,32.43,27000,1
32.83,26.53,18.533,30000,1
37.21,43.07,40.755,60000,2
42.71,47.85,30.845,57000,2
34.98,26.08,23.382,70000,3
46.7,38.26,35.428,80000,3
26.81,25.46,28.398,70000,3
36.39,31.06,27.795,80000,3
40.63,40.59,34.378,70000,3
25.94,14.59,18.984,35000,1
30.61,26.02,28.051,22000,1
24.27,19.2,23.04,9000,1
40.96,32.52,20.85,19000,1
25.75,16.87,14.938,30000,1
27.5,18.09,25.633,14000,1
31.86,19,11.387,12500,1
31.95,26.99,13.288,9600,1
30.76,22.43,19.554,20000,1
29.36,28.07,20.499,60000,2
35.36,25.08,27.668,25000,1
24.8,14.51,9.452,18000,1
41.63,31.11,23.646,22000,1
26.25,27.8,27.165,42000,2
48.1,45.58,33.735,45000,2
27.62,18.75,18.146,22000,1
32.74,19.31,25.819,22000,1
40.02,48.67,27.657,36000,1
24.21,12.55,11.829,15000,1
25.13,20.12,11.941,22000,1
27.79,15.24,16.569,60000,2
35.19,23.2,13.294,25000,1
36.66,21.41,15.42,40000,2
25.73,20.94,23.312,49000,2
25.69,14.71,11.428,38000,1
39.5,25.88,27.598,8000,1
38.35,39.13,23.889,5000,1
30.76,26.97,20.908,60000,2
32.07,21.96,17.031,38000,1
47.17,29.47,38.947,75000,3
30.18,21.94,16.909,15000,1
50.7,43.74,29.482,75000,3
33.7,38.62,12.546,50000,2
42.72,33.51,26.982,35000,1
32.02,22.88,12.758,11000,1
22.49,13.04,7.149,6000,1
31.99,20.99,17.96,65000,2
25.82,16.68,17.249,65000,2
33.45,26.47,20.476,14000,1
35.56,23.67,20.583,44000,2
29.18,18.55,12.732,3000,1
34.06,27.37,30.199,30000,1
27.65,18.78,14.687,11000,1
23.67,15.14,8.24,3600,1
25.79,15,12.945,4000,1
29.35,24.54,17.817,14449,1
24.91,14.56,16.837,10000,1
61.09,37.3,25.824,60000,2
30,28.83,31.809,62000,2
42.99,26.58,25.938,120000,3
33.4,25.08,26.722,50000,2
43.28,32.4,30.47,50000,2
46.12,27.84,23.787,70000,3
44.78,34.52,40.528,70000,3
39.72,33.12,31.048,50000,2
42.53,35.79,16.963,48000,2
34.45,34.82,29.411,50000,2
42.08,34.84,27.154,80000,3
64.76,48.95,36.794,75000,3
36.45,21.89,39.075,150000,3
62.3,56.18,34.478,100000,3
34.88,23.14,27.415,150000,3
39.4,30.5,27.908,50000,2
31.08,18.28,24.062,80000,3
44.69,26.73,14.351,70000,3
42.11,30.66,31.711,85000,3
32.77,33.91,33.147,75000,3
35.42,30.69,15.701,60000,2
31.99,26.93,28.625,100000,3
41.6,31.69,34.536,75000,3
28.06,31.59,25.846,15000,1
59.12,39.3,36.456,90000,3
44.49,46.35,36.147,120000,3
27.07,32.64,36.545,70000,3
33.71,27.54,27.485,60000,2
34.89,32.04,22.012,95000,3
37.39,25.31,22.751,60000,2
38.1,27.45,26.642,85000,3
33.62,28.19,28.781,80000,3
33.04,25.31,18.643,95000,3
45.89,33.18,32.69,70000,3
39.12,30.38,31.179,60000,2
38.61,31.6,36.08,150000,3
34.37,20.92,26.236,85000,3
47.49,43.24,33.636,60000,2
45.6,29.18,36.484,80000,3
99.15,45.27,33.028,150000,3
54.23,54.29,40.511,140000,3
51.4,37.86,34.532,113000,3
29.04,19.81,19.738,88000,3
36.66,32.23,31.096,46000,2
28.86,28.14,31.966,47000,2
33.49,24.68,23.786,43000,2
43.15,32.39,33.512,70000,3
50.31,77.72,35.739,100000,3
35.27,25.33,27.665,45000,2
34.44,22.04,24.864,95000,3
39.7,28.57,22.183,150000,3
37.02,41.04,30.071,70000,3
39.38,27.17,20.184,100000,3
38.86,30.93,21.892,130000,3
34.71,36.39,25.646,50000,2
25.29,24.66,23.043,45000,2
34.46,29.23,33.167,45000,2
26.23,22.15,27.813,62000,2
34.38,19.57,33.314,60000,2
85.93,43.5,23.146,45000,2
44.38,43.99,30.127,60000,2
35.31,21.05,25.868,56000,2
32.16,23.52,25.161,60000,2
54.85,46.2,28.841,80000,3
85.22,49.86,33.24,80000,3
45.92,33.66,28.403,150000,3
51.91,76.99,24.995,150000,3
43,40.3,15.87,150000,3
36.74,23.68,21.573,40000,2
52.66,33.46,32.04,115000,3
50.57,46.17,35.898,150000,3
49.35,42.56,29.858,120000,3
49.66,38.2,40.817,80000,3
42.5,28.94,25.35,130000,3
67.92,47.73,38.745,150000,3
34.83,50.58,40.819,150000,3
42.28,44.58,29.023,120000,3
29.37,18.65,19.886,4920,1
35.13,32.78,24.915,50000,2
44.68,35.49,27.302,55000,2
27.95,18.82,25.22,89000,3
28.49,48.75,34.282,70000,3
36.28,33.26,19.15,70000,3
36.39,35.53,26.926,50000,2
32.01,19.25,20.72,70000,3
25.63,22.53,18,32000,1
42.14,31.11,31.077,71000,3
27.28,15.22,26.821,16500,1
33.74,22.77,21.802,100000,3
32.89,37.44,29.463,100000,3
38.77,25.08,24.46,80000,3
34.01,36.15,28.158,120000,3
33.37,25.24,26.91,65000,2
28.43,17.39,23.158,38000,1
40.71,40.63,21.098,35000,1
28.11,25.23,21.353,40000,2
93.57,48.49,22.268,50000,2
40.94,28.81,17.44,40000,2
46.86,29.05,17.601,50000,2
33.55,24.36,22.518,71000,3
44.83,38.4,23.901,50000,2
29.59,27.22,27.292,45000,2
36.36,29.18,26.96,42000,2
60.64,29.53,21.675,50000,2
43.25,30.72,30.313,36000,1
27.73,19.81,24.605,80000,3
53.64,45.57,31.694,50000,2
44.14,27.15,35.311,15000,1
33.49,21.42,19.1,14000,1
35.16,26.3,22.665,100000,3
41.01,34.61,27.643,60000,2
35.08,31.78,29.767,58000,2
34.13,26.03,24.907,70000,3
35.28,28.93,21.481,9000,1
35.02,27.81,29.292,150000,3
33.88,23,19.933,110000,3
37.19,25.62,22.695,40000,2
30.77,20.43,21.835,40000,2
38.94,25.78,16.261,45000,2
31.08,24.7,19.389,80000,3
41.56,23.7,28.319,65000,2
32.12,29.24,11.814,25000,1
37.86,25.18,21.974,29000,1
30.07,21.48,19.887,40000,2
39.3,34.64,26.13,55000,2
29.36,18.02,18.313,38000,1
25.08,12.33,11.758,98000,3
42.07,42.8,24.605,30000,1
32.66,20.71,19.458,60000,2
32.04,22.55,15.339,18000,1
25.54,25.08,21.796,5000,1
38.79,32.44,33.654,40000,2
38.58,28.12,32.795,70000,3
33.89,36.33,25.119,12000,1
30.76,22.74,11.721,50000,2
24.27,15.53,18.835,17000,1
28.66,25.92,17.885,27000,1
38.08,28.73,25.848,55000,2
29.08,17.93,18.984,37000,1
48.89,42.32,25.862,30000,1
29.43,18.7,22.645,35000,1
35.08,26.04,30.748,15600,1
23.74,13.83,15.072,30000,1
40.46,38.65,32.739,25000,1
37.92,24.45,22.175,55000,2
34.6,22.12,18.113,62000,2
43.57,29.48,30.488,120000,3
36.7,26.5,36.781,90000,3
35.76,29.57,28.499,51000,2
47.31,37.55,26.443,100000,3
35.07,28.82,21.119,33000,1
42.6,28.75,32.683,45000,2
37.69,61.63,37.71,150000,3
50.17,36.25,31.903,102000,3
26.56,19.84,13.606,24000,1
43.05,27.51,25.464,75000,3
27.03,17.35,23.883,20000,1
34.49,31.48,20.745,5000,1
36.62,19.74,12.185,80000,3
35.44,24.88,23.426,35000,1
46.46,33.96,24.039,100000,3
75.42,31.23,27.025,35000,1
39.15,26.71,23.449,35000,1
31.93,27.68,16.284,115000,3
46.44,46.62,30.463,150000,3
52.4,33.4,31.405,150000,3
39.94,36.84,33.614,150000,3
40.79,33.62,26.458,65000,2
47.06,47.41,30.542,100000,3
38.65,25.2,39.907,110000,3
41.98,35.57,31.231,32000,1
34.74,30.78,25.934,150000,3
34.4,35.27,30.166,100000,3
64.03,74.63,42.066,80000,3
45.81,29.37,31.543,45000,2
47.28,30.76,22.949,75000,3
57.2,32.59,30.843,150000,3
43.3,35.75,29.895,110000,3
40.24,24.99,22.03,140000,3
75.58,56.49,31.96,130000,3
44.01,31.25,32.08,21000,1
35.58,36.15,26.71,40000,2
47.56,48.08,28.403,44000,2
50.93,74.85,41.171,150000,3
36.74,38.08,12.881,44000,2
45.58,40.38,37.662,150000,3
41.33,27.79,28.822,55000,2
39.92,27.79,29.754,50000,2
42.31,35.18,28.429,100000,3
42.9,42.21,32.11,70000,3
37.52,26.01,19.028,36000,1
40.68,42.09,32.956,110000,3
42.11,30.49,18.609,64000,2
43.88,38.89,32.568,55000,2
34.48,30.83,20.82,72000,3
49.29,53.12,33.006,70000,3
53.35,45.47,26.368,90000,3
75.59,41.43,27.935,28000,1
40.16,39.55,24.658,26000,1
24.85,11.73,8.474,46000,2
39.41,38.98,40.712,31000,1
48.62,40.16,31.368,70000,3
42.21,31.99,30.548,62000,2
33.95,24.45,26.041,73000,3
38.36,32.51,28.23,46000,2
46.57,37.99,27.29,35000,1
36.51,38.03,36.867,45000,2
39.97,27.65,16.129,70000,3
43.72,29.62,27.495,35000,1
49.27,33.59,24.68,40000,2
49.65,48.45,26.042,105000,3
26.74,18.44,13.057,8000,1
35.67,25.92,22.105,60000,2
40.38,35.13,27.789,43000,2
33.39,20.33,23.917,45000,2
43.42,40.27,26.437,60000,2
25.57,17.07,22.742,55000,2
31.8,25.33,20.91,14000,1
23.79,14.68,10.737,40000,2
33.71,26.11,28.448,10000,1
30.14,20.6,22.54,11000,1
27.06,16.3,25.828,14000,1
27.21,24.99,23.454,24000,1
35.05,38.47,16.898,39000,1
40.79,48.61,23.623,30000,1
43.61,33.85,28.405,32000,1
45.06,40.45,33.101,55000,2
43.62,39.06,27.287,60000,2
40.87,25.73,27.632,40000,2
36.35,22.81,34.453,96000,3
34.6,26.02,24.334,130000,3
39.18,27.8,36.153,36000,1
32.25,26.32,33.73,60000,2
36.5,40.66,29.67,90000,3
45.27,49.91,29.722,10000,1
36.48,26.17,33.038,50000,2
47.49,31.71,24.977,45000,2
42.41,36.76,29.96,45000,2
43.89,39.6,35.145,46000,2
29.47,20.99,27.241,60000,2
40.44,40.72,29.865,56000,2
31.57,19.43,14.767,7500,1
39.36,31.9,25.849,15000,1
39.47,37.09,36.95,65000,2
46.84,36.85,24.396,32000,1
31.34,37.08,30.792,55000,2
25.43,19.56,22.849,85000,3
34.87,23.96,24.778,28000,1
48.83,51.39,32.998,44000,2
30.45,20.77,22.166,65000,2
24.53,14.1,18.261,41000,2
31.52,17.15,28.71,65000,2
36.51,34.14,35.806,30000,1
34.03,25.59,26.675,28000,1
37.07,24.53,22.365,17000,1
34.15,21.33,28.3,150000,3
29.46,38.23,37.126,150000,3
49.95,45.5,29.327,150000,3
32.58,27.26,16.613,130000,3
34.85,26.75,31.746,78000,3
34.46,24.94,17.127,90000,3
27.11,15.93,13.739,34000,1
33.45,15.28,9.587,35000,1
25.72,21.82,20.579,28000,1
36.84,20.82,16.923,34000,1
30.3,25.62,21.729,18000,1
31.2,21.78,21.716,84000,3
31.3,19.78,14.839,37000,1
28.01,20.49,19.272,22000,1
30.44,24.87,14.867,5000,1
39.97,32.77,21.859,60000,2
32.1,13.13,24.33,29000,1
25.18,19.03,7.34,40000,2
34.59,36.1,31.848,7000,1
40.27,27.06,33.429,45000,2
33.7,21.41,15.635,150000,3
66.79,30.06,30.825,52000,2
102.4,45.27,35.949,60000,2
29.33,15.19,10.83,12000,1
26.5,15.49,17.079,27000,1
34.54,22.95,25.847,45000,2
24.54,13.3,9.129,22000,1
32.37,21.82,22.64,62000,2
34.15,23.72,19.056,50000,2
24.27,13.11,13.004,28000,1
38.14,39.9,29.161,70000,3
32.98,34.82,22.941,40000,2
26.61,18.54,20.874,90000,3
32.54,26.33,20.535,58000,2
35.82,25.86,21.624,50000,2
33.6,27.56,18.179,41000,2
28.58,20.09,23.247,58000,2
36.04,33.72,19.973,60000,2
30.91,32.23,20.091,50000,2
30.09,15.13,17.637,60000,2
31.45,22.34,27.379,50000,2
38.4,28.82,34.194,40000,2
43.06,32.53,29.635,100000,3
33.65,25.38,20.617,51000,2
38.43,30.6,23.381,150000,3
29.5,25.14,21.217,42000,2
39,23.46,32.313,65000,2
27.64,19.72,22.811,85000,3
31.47,22.6,24.279,80000,3
27.79,17.92,20.996,30000,1
64.22,52.15,37.583,100000,3
40.85,26.93,19.169,70000,3
31.38,23.53,28.336,60000,2
27.06,18.27,21.632,92000,3
30.9,22.08,20.277,30000,1
31.61,22.27,29.008,63000,2
39.52,25.54,19.965,56000,2
40.29,36.09,31.59,20000,1
35.11,31.86,24.24,52000,2
33.72,25.37,28.088,28000,1
33.46,20.04,27.54,30000,1
26.33,14.72,16.9,40000,2
